Video Başlığı,Video Kaynağı,Yorum ID,Üst Yorum ID,Yorum Yapan Kişi,Yanıtlanan Kişi,Yorum Metni,Beğeni Sayısı,Tarih,Yanıt Mı?,XLM_Roberta_Etiketi,XLM_Roberta_Confidence,Kural_Etiketi,XLM_Turkce,Nihai_Etiket
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugyqf4B-7eu0wO_20Dh4AaABAg,,@mertyy4853,,brom iyi hoşta Atatürk'ün evine ingiliz amerikan bayraklı kıyafetle gitmeseydin daha iyi olurdu,1,10 gün önce,Hayır,negative,0.4576,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwL9b78g1-0EcMVmmR4AaABAg,,@gamzenurkara6988,,Dünyanın en kötü tur yolculuğu adlı videoyu çekmeyi düşünürseniz: Mısır Sharm el sheikh- Kahire arası bir tura katılın sonra otobüse tövbe edin.,0,9 gün önce,Hayır,negative,0.8407,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwwP0cYQJWV7593iah4AaABAg,,@AntalyaGüzeloba,,"Tura katılanların hepsi göçmen galiba, memleketlerine kavuşmuş gibi olmuşlardır😂",0,2 gün önce,Hayır,negative,0.4595,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwVwHqT_Sy2yB3JjgB4AaABAg,,@Kiklfy,,Melıh amcanın sosyal medyada adı ne,0,10 gün önce (düzenlendi),Hayır,neutral,0.6336,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzTXpjxC0kiSfWq9Lt4AaABAg,,@haticeaydin34,,Melih abinin youtube si neydi acaba 25:40,0,19 saat önce,Hayır,neutral,0.8434,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxNaSa9rjLf9t7xmX94AaABAg,,@zeyneptutak5887,,Melih abinin kanal ismi nedir,0,7 gün önce,Hayır,neutral,0.8466,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgznD8nL75nQ6E0FLsl4AaABAg,,@cprt.d9471,,Yunanistan baya ucuz imis. Avusturyada bir kislik porsiyona 24€ ödüyorsun.,0,8 gün önce,Hayır,negative,0.8124,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwMmP59bH9PETNQXFZ4AaABAg,,@DR.SIYLEYMEN,,31:51  de ki ne acaba,0,6 gün önce,Hayır,negative,0.5029,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugwbo4_5fR96Ev4JhId4AaABAg,,@sidramuhamad9258,,Abi Erbil’e gel sıfır TL yapalım,0,10 gün önce,Hayır,neutral,0.582,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyIr5uxpgCs29XjGyt4AaABAg,,@buadambirisi,,Melih abinin kanalı nerde,0,10 gün önce,Hayır,neutral,0.7435,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugya3312GCmziXFJRfJ4AaABAg,,@aaasdbbb,,Melih abinin kanal linki yok mu?,0,3 gün önce (düzenlendi),Hayır,neutral,0.8271,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugzkv30p33fpKe209K14AaABAg,,@ardakemalyldrm3305,,melih abimde 14 promax vardı orjunum mor rengi lansman hemen 5 tane 14 pro max kılıfı alalım abime,0,9 gün önce,Hayır,neutral,0.6513,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwPzdrdaoOh1AU1jOJ4AaABAg,,@JRunryW,,kiliseye neden girmeye aklınız yettiki,0,6 gün önce,Hayır,negative,0.8644,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugx1Eoq6frM0KYQ-wcF4AaABAg,,@FaikSELEK-b5x,,orkfactor nerde,0,7 gün önce,Hayır,neutral,0.7015,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugyfq0c_N9fjuo8CypZ4AaABAg,,@erdemkartal5205,,Kokoşlar dolu la hep otobüs,0,8 gün önce,Hayır,negative,0.6106,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxwNcPHBUulQIqlUFV4AaABAg,,@oguzhanbukulmezoglu2544,,🎉,0,9 gün önce,Hayır,positive,0.4888,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugy3X-Symg1XWRCo60V4AaABAg,,@Kerem_mert,,Kaç tane sponsorluk aldın abi,0,7 gün önce,Hayır,neutral,0.6068,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxqY4T3SJNZE2ogVbN4AaABAg,,@GodricGryffindortr,,ikinci gittiğiniz restoranda canlı müzik yok daha az para ödersiniz tabi. onu da koyacaksınız adisyonun üstüne. saçma sapan hesap yapıyorsunuz.,1,7 gün önce,Hayır,negative,0.8786,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyiFZ3lxYc6WZJVs054AaABAg,,@Ebrar-i7v8y,,Orkun abi tek edilmiş yere gidin nolur ❤❤❤❤❤❤❤,0,4 gün önce,Hayır,negative,0.3814,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzpuPq790QUuzKO3AJ4AaABAg,,@rfataslan6839,,RA7 KALBİMİN EN GÜNEYİ ŞARKISINI BEĞENİR MİSİN ORKUN ABİ ♥️🙏,0,6 gün önce,Hayır,positive,0.7577,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxN9ewt3pGAgbpwELd4AaABAg,,@lulululu1206,,melih abinin link yok mu,0,8 gün önce,Hayır,neutral,0.7101,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugz5-IY8NzhQhyf1uZ14AaABAg,,@sinantuncaytuncay4996,,Gunah ta cikartsaydiniz,0,8 gün önce,Hayır,negative,0.4247,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwFgbV93oD4FHxk27R4AaABAg,,@MgDeHere,,"Anlayamadınız, yunanistan, Türkiyenin temu kopyası.",0,9 gün önce,Hayır,negative,0.6723,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugwo9OOIgXoPHoLKW614AaABAg,,@Luf-fy67,,23:55  abiğğğ?,0,7 saat önce,Hayır,neutral,0.6195,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxWO-JxSZsUMSP2Onx4AaABAg,,@MustafaÖztürk-y4y,,"Abi lütfen gör beğenin görsün:
Abi Denizli/Çivril'de Başın Döner diye bir dönerci var harbiden baş döndürüyor ama berbatlığından. Soğuk ve hijyensiz yemekler geldi, çiğ ve bozuk tavuk satıyorlar. 4 tane arkadaşım gitmişti, hepsi zehirlendi. Allah'tan ben yemedim berbattı tadı direkt ayrıldım ve yemedigim döneri başka bir lavaşa döküp satışa hazır hale getirdiklerini gördüm. O gün baya kustum. Gelirsen sevinirim",0,9 gün önce,Hayır,negative,0.8017,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugw5kT3PVhdJLaS0VJp4AaABAg,,@mustafaAkgün-j4n,,Melih abinin kanal ismi ne,0,10 gün önce,Hayır,neutral,0.8196,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyeXXdtScakWDIWLVl4AaABAg,,@SevdaMamedov-w9g,,Abi benim uulkem desinizde niye kotulun uyoz😢,0,1 gün önce,Hayır,negative,0.8949,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyiFZ3lxYc6WZJVs054AaABAg.AWH1pQtEggyAWH1r_gHj67,UgyeXXdtScakWDIWLVl4AaABAg,@Ebrar-i7v8y,@SevdaMamedov-w9g,Terk edilmiş,0,4 gün önce,Evet,negative,0.7117,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugwb6gpVd3xdX3YN6_54AaABAg,,@umut1451,,Erayin olduğu video ne zaman,0,10 gün önce,Hayır,neutral,0.7978,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxB1P3OZcCIt3gHQ194AaABAg,,@msrmeksikaa,,Dayımıza kanal açıldımı :D,0,9 gün önce,Hayır,positive,0.4854,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwxzOCTi1R1UeEUW754AaABAg,,@ekremenesakca7130,,34:14 bu hangi uygulama,0,4 gün önce,Hayır,neutral,0.8289,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugw8cBnMFd2UBQKQer94AaABAg,,@nadirkırker,,Melih abinin kanal adı ne,0,10 gün önce,Hayır,neutral,0.8402,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyuatqZDen4QYtyStB4AaABAg,,@Hamasat.Majhool,,selanik,0,10 gün önce,Hayır,neutral,0.4095,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyKN3ZV_O_ygh9PEId4AaABAg,,@0jk1234,,Ses bı bendemi yok,0,10 gün önce,Hayır,negative,0.6088,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzsTurcAvW-jo26rfZ4AaABAg,,@EcrinimEcos,,Genç bir  bayana tutuldum Bence biraz daha genç  bende çok yasiyorlar,0,8 gün önce,Hayır,negative,0.461,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxMAClhw-vwhlJvPZR4AaABAg,,@Huseyin_ylcnky.02.,,Emir abi,0,10 gün önce,Hayır,neutral,0.3969,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugw5R3A2dpum8WbQkjZ4AaABAg,,@PkDefneXd,,Benim ark var videoda,0,7 gün önce,Hayır,neutral,0.7254,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxZPYlnLLfiSTGnRON4AaABAg,,@seymenalicoban5879,,sarışın eleman çok komik,0,10 gün önce,Hayır,positive,0.7,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzmLDZq9eVEMbSnyRR4AaABAg,,@senbenveenesbatur,,yurt dısı dedıgı bızım memlekt olm,0,10 gün önce,Hayır,neutral,0.4566,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugypbn8fcq3LxLiFpSR4AaABAg,,@RendiLaa,,Fakirlesince Orkun ışıtmak;,0,9 gün önce,Hayır,negative,0.6137,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugwl8pgiyhcMMgS-ZEt4AaABAg,,@ShineAlurra143,,Bu kadar olanak ve prodüksiyona rağmen sanki imkanınız yok gibi AI ile kapak fotoğrafı yapmanız üzüyor,0,10 gün önce,Hayır,negative,0.8881,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwIlahrw_wPxTN-8eh4AaABAg,,@wolkanca,,film gibi olmuş,0,8 gün önce,Hayır,positive,0.464,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzBz-DT3dCNWFR3yJV4AaABAg,,@Gamze-e-e,,beğenince uçak çıkıyo,0,10 gün önce,Hayır,positive,0.5985,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugy6j1ebp0rhB4gOcdd4AaABAg,,@Allielliee,,Olm herkes 2 Euroluk mum alsaydınız biriniz magnet yerine gönülleri feterdiniz😂 21.27 hayır abi tlcdeki kötü otel düzenlemd oteli tam,0,10 gün önce (düzenlendi),Hayır,negative,0.8556,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzyNAlLFnAWc-uDPiF4AaABAg,,@catwerry,,MURATABİGF İLE GECE GİZLİCE KALMA VİDEOSU GELSİN LÜTFENNNN NOLURR,0,8 gün önce,Hayır,negative,0.5488,öneri/tavsiye,olumsuz,öneri/tavsiye
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzUpdYMMRublxL4eep4AaABAg,,@TürkanQaffarzadə,,Lütfən bərk gəlsin,0,10 gün önce,Hayır,positive,0.5205,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugx47TY9FqqSESOVobB4AaABAg,,@Sakura_Espor,,Melih abinın kanalı?,0,10 gün önce,Hayır,neutral,0.763,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwdfJD7US21x1Mzfl94AaABAg,,@yusufsen595,,ben inanılmaz iyi bilrdo oynuyorum,0,10 gün önce,Hayır,positive,0.8581,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzyNAlLFnAWc-uDPiF4AaABAg.AW8c2pK_LwOAW8dPaUGmtr,UgwdfJD7US21x1Mzfl94AaABAg,@alieymenkaya-d7c3v,@yusufsen595,Yok,0,8 gün önce,Evet,neutral,0.4944,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwHDf19begrDCx-7cJ4AaABAg,,@MrEndless-s4d,,Bisey oldu sandim 25:49,0,8 gün önce,Hayır,neutral,0.6512,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugw1yLP6vQrqpPHnPuR4AaABAg,,@Ozangfb44,,Melih abinin YouTube hesapı ne,0,10 gün önce,Hayır,neutral,0.7555,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgznT9E1tt2v9opJJvB4AaABAg,,@nesrindemirtas3464,,"Milleti yol boyunca rahatsız etmişler sonra da insanlar tepki gösterince bize böyle dediler deyip insanları dillerine dolamışlar. Hemen her videosunu izlediğim Orkun Işıtmak videosundan ilk defa nefret ettim. Rehberi küçük düşürmeye çalışmalar, üst perdeden konuşmalar vs vs hiç yakıştıramadım.",1,10 gün önce (düzenlendi),Hayır,negative,0.9416,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugz_jGeYe_f5yYBcFRB4AaABAg,,@E4s2s,,"“Beşiktaş feneri yensin”
Kral ya 🦅",0,4 gün önce,Hayır,positive,0.6626,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzOUpLgdoOBTLE3o3t4AaABAg,,@SelimYaser.,,adam en düşük puanlı tur çekerken bile yemeğe düşük puan verdiler bi insan bi seriye bu kadar bağlanamaz patladım aq,0,9 gün önce,Hayır,negative,0.907,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyMVwVIW08fYTc59s14AaABAg,,@gulsahciner9808,,"Yunan’a sinirlenmek için bir sebep daha, yemeklerimizi iyi çorlamışlar",0,6 gün önce,Hayır,negative,0.6894,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxLv7Ke03hMx29Lp2d4AaABAg,,@hiddenrealm_z,,Abi seni çok seviyorum da yapay zeka kullanmanın doğaya çok zararı var olmadı gibi bu işler ya,0,4 gün önce,Hayır,negative,0.7442,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugxtpus9DLz5DN2cfFp4AaABAg,,@pinotella,,Ayasofyamızıda çalmışlar 😅,0,10 gün önce,Hayır,negative,0.5629,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyLdxXrJfoYI9_ohU14AaABAg,,@KERİMİCARDİEDİS,,.,0,8 gün önce,Hayır,neutral,0.4055,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxNteZ6t4fCpsB5AV14AaABAg,,@gözdebozgan-e4y,,ATATÜRK İLE AYNI GÜN DOĞMUŞUM,0,7 gün önce,Hayır,positive,0.3981,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwrekFbLWs1fB4zKgp4AaABAg,,@Splendid-qb6mi,,28:29 sıze 50 Euro da oradan tur sırketı ındırım alıyor toplu goturdugu ıcın sızı. bunları falan dusunce en az 20 eurosu tur sırketının cebıne kalıyordur... Kı bu ısı yaparsan boyle yapacaksın aracılıkta her zaman kendıne komısyon yazarsın,0,9 gün önce,Hayır,negative,0.3853,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzMuR3YZ2xSGUn9UgB4AaABAg,,@merttunç-x1n,,Orkun takipçi sayısını söyledikten sonra anlık takipçi sayısına bakanlar ?,0,10 gün önce,Hayır,neutral,0.7756,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzDMZhzuRCkrkbjzO14AaABAg,,@Yasinpro1337,,melih abiyle video,0,6 gün önce,Hayır,neutral,0.5058,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugxi2lxBR_vuT2n8jrp4AaABAg,,@Leyla_0306,,Abi 129 nolu apartmana gidin,0,5 gün önce,Hayır,negative,0.66,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyXbdl_UxBQ3OyIZhh4AaABAg,,@Ananas1ananas_s4o,,Abi bir şey sormam lütfen cevapları Melih abinin insigramı ve youtub kanalının ismine takip edeceğim,0,9 gün önce,Hayır,neutral,0.705,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyjADc0n_Ivz6xSitl4AaABAg,,@fidan7447,,Gibi bölümü gibi,0,10 gün önce,Hayır,neutral,0.4358,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxRy5x9z5NjooZFEd94AaABAg,,@saadetkoyuncu3539,,Konfeti yerine peçete attılar aşırı saçma,0,4 gün önce,Hayır,negative,0.91,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwF0R8DfeVtvnfZrPJ4AaABAg,,@EFEUZUNN00,,Benimki 29:19 😂😅,0,10 gün önce,Hayır,neutral,0.7323,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzO1l5FqbnyQ6qKNDJ4AaABAg,,@emrex6977,,26:21,0,10 gün önce,Hayır,neutral,0.6243,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzL87ADhXLci9bnPXx4AaABAg,,@pis_çorap_uyw,,35:54 bilmiyorum ne söylesem linçlencem o yüzden sadece mikrafona bakın,0,4 gün önce (düzenlendi),Hayır,negative,0.5269,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugz_jGeYe_f5yYBcFRB4AaABAg.AWGT2bh_04_AWGU4HpJhjz,UgzL87ADhXLci9bnPXx4AaABAg,@fatihdemir8896,@pis_çorap_uyw,Ama yenildi hahahahahahahah,0,4 gün önce,Evet,neutral,0.3897,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwrekFbLWs1fB4zKgp4AaABAg.AW3hApD2Ur0AW3xLp1CII_,UgzL87ADhXLci9bnPXx4AaABAg,@GuideBalthazar,@pis_çorap_uyw,Bu turun rehberi olarak bu söylediğinizin doğru olmadığını ilk ağıztan belirtmek isterim 🙂,0,9 gün önce,Evet,neutral,0.4253,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgwrekFbLWs1fB4zKgp4AaABAg.AW3hApD2Ur0AW3xosMZSx4,UgzL87ADhXLci9bnPXx4AaABAg,@Splendid-qb6mi,@pis_çorap_uyw,@GuideBalthazar  o zaman yanlış yaptığınızı belirtirim ben de 😂😂,1,9 gün önce,Evet,negative,0.4737,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugw44xx-itKwfTZoMDN4AaABAg,,@trakyalıı2259,,hellim ki,0,3 gün önce,Hayır,neutral,0.3837,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugy4-cof8kfjnltNZh94AaABAg,,@HasanHüseyin_76,,Videom gelmişş,0,8 gün önce,Hayır,neutral,0.5879,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxcGkFDQE4AZPkAR2V4AaABAg,,@gormuslerkanal1234,,Kim tanımadığı biri ile oturmak ister???? Hayatında ilk defa otobüs görmüş sanki,0,8 gün önce,Hayır,neutral,0.4754,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxNEr0M9HIK2kgbpsB4AaABAg,,@sallapati56,,Melih abinin hesap ? Ver coşkuyu yapalım,0,10 gün önce,Hayır,neutral,0.5172,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgyrnIOF8LHykOTs68l4AaABAg,,@HargaDiTurki,,I AM BROKEN :):),0,7 gün önce,Hayır,positive,0.3795,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugydyzud-ty2fzqGkrN4AaABAg,,@CabbarJabbarov,,16 03 Erman Yaşarnı?,0,9 gün önce,Hayır,neutral,0.8445,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxwlSMgyeoI2u7VsrV4AaABAg,,@makinistgozunden,,HANGİSİ GERÇEK MAKİNİST? GELSİN DİYENLER 😃🤗,0,10 gün önce,Hayır,neutral,0.3942,öneri/tavsiye,nötr,öneri/tavsiye
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxpLS98cKympPTlnWJ4AaABAg,,@dağköy,,❤,0,10 gün önce,Hayır,positive,0.4629,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugw0hzJYI0qmI6GUjhR4AaABAg,,@simgetzn8148,,❤,0,6 gün önce,Hayır,positive,0.4629,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,Ugw_iP987nV8MIr2MLJ4AaABAg,,@emiro013_13,,Murat AB gifle biryerde kalmak gelsin diyenler beğensin üste çıksın ❤❤❤❤,0,5 gün önce,Hayır,positive,0.7401,öneri/tavsiye,olumlu,öneri/tavsiye
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxEickGnVOALMg2Ys14AaABAg,,@Itsmehoppa,,❤❤❤❤❤,0,1 gün önce,Hayır,positive,0.7308,,olumlu,olumlu
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzcOOb2RJL3cbC2Gpl4AaABAg,,@ozz.a,,18:25 Sahil güzel değerlendirilmemiş ? Orkun sana yakışmadı kıçı k.rık Yunanistan bile heryeri para görmeyip insanlara bırakmış bizde olsa hemen 2 inşaat 2 dükkan tamam yazık insanlıktan çıktık,1,1 gün önce,Hayır,negative,0.9026,,olumsuz,olumsuz
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgzXYnD5oDzbLsOS78p4AaABAg,,@kaosmotovlog01,,32:23,0,9 gün önce,Hayır,neutral,0.5908,,nötr,nötr
EN DÜŞÜK PUANLI YURT DIŞI TURU!,https://www.youtube.com/watch?v=57gh5GlkzTg,UgxUX8ThMHsvJqvqWph4AaABAg,,@evremsartemur5431,,Ya annemi göndermek için 2 gece 3 günlük bu tarz bir tatil/tur arıyorum helpp 😭,0,6 gün önce,Hayır,neutral,0.4942,,nötr,nötr
