Video Başlığı,Yorum ID,Yorum Metni,Nihai_Etiket,etiket_id,Beğeni Sayısı,Yanıt Mı?,XLM_Roberta_Etiketi,XLM_Roberta_Confidence,Kural_Etiketi
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgzFH46FcrF43Ozz6U14AaABAg,Seyircili zaten show a Manifest i BEKLIYORUUZ,nötr,2,7,Hayır,neutral,0.6758,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxuWOkCJ7-xHQhJZWV4AaABAg,ulan kadın programı sunarken eğlendiği için nerdeyse özür dileticeksiniz ne garip insanlarsınız ya,olumsuz,1,0,Hayır,negative,0.9302,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgznpXDvqNojPj133PJ4AaABAg,beşiktaş feneri yensin 😢,olumsuz,1,0,Hayır,negative,0.6152,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyhCgGoWMFSCvOK5Jx4AaABAg,Emrenin bahsettiği sağlık skecinin adını bilen var mı?,nötr,2,0,Hayır,neutral,0.7676,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwDGgJuOTXsbG_PBjN4AaABAg,En en en en en güzel bölüm kesinlikle buydu video hiç bitsin istemedim enis abi seni seviyorum kalbin kadar güzel ömrün olsun hep böyle temiz kal ❤ Melisass senide çok seviyorum ❤,olumlu,0,0,Hayır,positive,0.9036,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgyVaw__sTxpBYv1yG94AaABAg,Acip acip izliyicegim bir program OLMUSS MÜTHISTINIZZ❤,olumlu,0,0,Hayır,positive,0.897,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugw1ksVeHTpLbH9op2Z4AaABAg.APviuEN0CakASNkEKKGWUH,​ <kullaniciadi> kuzeni değil mi teyzesinin kızı sanırım ben öyle biliyorum,nötr,2,0,Evet,neutral,0.7206,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgzqcHK92W1o5b3Y4QR4AaABAg,birbirlerini tanımamalarına rağmen böyle eğlenmeleri çok tatlıydı,olumlu,0,236,Hayır,positive,0.8254,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyniGhzjUyqdSkCJ3B4AaABAg,Kanalı yeni keşfettim ve iki gündür çıkamıyorum açık mutfak videolarından En çok güldüğüm videolardan biri de bu oldu Neşeniz hiç bitmesin,olumlu,0,1,Hayır,positive,0.8352,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugxon9PYi4lOsGzZBoV4AaABAg,Melis neden zoraki oradaymış gibi geldi bana,olumsuz,1,8,Hayır,negative,0.8039,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgzuCBDftLkAiLW0d1Z4AaABAg,15 54 YEŞIM😂😂,nötr,2,2,Hayır,neutral,0.3914,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgzQE1aAR-mfODojKZZ4AaABAg,konuğumuz Gullit,nötr,2,0,Hayır,neutral,0.655,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxQqKKj3AVjwIAbdsF4AaABAg,138 bölüm içinde açık ara en iyisi en keyiflisi en en en güzeli 👏🏻,olumlu,0,0,Hayır,positive,0.9398,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwTLTttlPcctofcMPF4AaABAg,O kadar güldüm ki gülme sesimden duyamadığım için geri sarıp sarıp izledim tekrar tekrar güldüm çok harika bir bölümdü harikasınız enerjiniz mükemmel 💗💗,olumlu,0,0,Hayır,positive,0.9046,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugw1tQl2zBEUiHI0dGx4AaABAg,Mert abim biraz Rengoku yu seviyo glb,olumlu,0,0,Hayır,positive,0.6333,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugx_axEh3F91XX3mcqt4AaABAg,SSC Tur olsa gerek ilk aklıma gelen Firma,nötr,2,0,Hayır,neutral,0.6696,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugw53j2SwnK1SKSXe0J4AaABAg,Gülmekten karnım ağrıdı xbdnsmsmsms çok iyi bir bölümdü,olumlu,0,0,Hayır,positive,0.8197,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgzqIqiFxSLS_0IVN5F4AaABAg,Emre abi bi ara git aşı yaptır yaa 😂,nötr,2,1,Hayır,neutral,0.4218,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgwmiyiLH5ofcWXZFUp4AaABAg,Yer aldığı her içeriğin bu kadar güzel Olması harikasın Emre Aslan,olumlu,0,0,Hayır,positive,0.919,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugx8-xCS4kzErIYGFhR4AaABAg,Cem abi son yıllarda söylenenlere ve yazılanlara ister istemez gönül koyduğunu hissediyorum Son yaptığı birkaç işte ve stand up’larında sitemini daha fazla görmek beni “Kırdı” ya da “üzdü” gibi cümleler kurmayacağım Ama şunu bil Kim olduğunu anlatmana gerek yok sen bunu yıllardır yazdıklarınla ve ürettiklerinle fazlasıyla gösterdin Bu ülkede senin gibi elit bir sanatçının yetişmiş olması büyük bir şans Lütfen başını eğme Seni seven ve değerini bilen çok insan var,olumlu,0,185,Hayır,positive,0.7482,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgxFzsqs1XaJAOVqKQd4AaABAg,İlk 15 dakika kesin ilerleyen dakikalarda tuğbanın bayılması editlerini izleriz demiştim ama onun yerine bir katarsis yaşandı jdjdsjdh tuğba sen bensin gerçekten o tepkileri işlemedeki gecikmen özellikle ♥,olumlu,0,1,Hayır,positive,0.5724,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxU444kNIokRHNQiBR4AaABAg,abi böyle bir seri daha yapın çok iyi olmuş,öneri/tavsiye,3,11,Hayır,positive,0.8378,öneri/tavsiye
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxFeerWZt4AYzDaBex4AaABAg.AUc8pBgR1ttAUcr8ma3mdV,​​ <kullaniciadi> kankam bence fark etmemişsin fark ettirelim o zaman Tuğkan abi Eray ve Mert üçlüsü sponsorluk duyurularını kendileri yaparken Taner abi ve Limon ikilisi yapmadı çünkü MLBB Mert Eray ve Tuğkan Abiye sponsorken Limon ve Taner abiye değil,olumsuz,1,6,Evet,negative,0.4421,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxI1jxENkpy5NsQgOV4AaABAg,mükemmel programdı emeği geçen herkese teşekkürler,olumlu,0,0,Hayır,positive,0.9321,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugzavtnd_0Hi-uz3rrp4AaABAg,günlük yap zuhal topalı indiririz tahtından harika içerik,olumlu,0,548,Hayır,positive,0.5226,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugxel5AH5prPEr_TwxZ4AaABAg,aynı kadro farklı konsept bi tur daha güzel gider 👏👏,olumlu,0,1,Hayır,positive,0.8926,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgxNdduakqOm0a1Ez1B4AaABAg,Net bu serinin en güzel bölümü aşırı tatlı fjjfkfkd,olumlu,0,0,Hayır,positive,0.9133,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugw6WfrCVYCdrat1A7x4AaABAg,bidaha gelsi n,olumlu,0,0,Hayır,positive,0.3672,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgzbcMMLC72nmQUANJR4AaABAg,Enis enerjin doğallığın ve mizahınla yine ortamı ışıl ışıl yapmışsın izleyenin modu yükseliyor Çok keyif aldım çok güldüm 💐♥️😀,olumlu,0,2,Hayır,positive,0.9393,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgwFseA-jYbBvvnM9TZ4AaABAg,Yeşim abla arkada sürekli arkada gülebilir mi onun gülmesine bile gülüyorumm,olumlu,0,5,Hayır,positive,0.6812,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxDqUwXngA-uqz-bN54AaABAg,Yarışmanın en zorbalananı Taner abi oldu,olumsuz,1,0,Hayır,negative,0.4223,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugzi_TUV2h9fBR9xzNR4AaABAg,Cem abı zateen eski eşinle aram çok iyi değil mi cem abbıığ,olumlu,0,5,Hayır,positive,0.507,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgxA7E37wJWeSLTa0SN4AaABAg,İnciyle yemek zevkimizin aynı olması çok güzel,olumlu,0,1,Hayır,positive,0.8889,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgwqZm2W0jdspNvXRlx4AaABAg.AVzb6h7bx5-AVzcbCex1G6,Kral adam atıyor ama izlenmiyor oda haklı olarak emeğinin karşılanmasını istiyor izleniyor tabiki ama bunlar kadar değil,olumsuz,1,24,Evet,negative,0.4789,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxefzVTEp0M0TmT_Nh4AaABAg,💙👏👏👍👍EN cok sevdigim Cem Yilmaz 💙💙,olumlu,0,0,Hayır,positive,0.8501,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzpkPYKrRBFO-Pt4kh4AaABAg,2 sezondaki kadroyu cok merak ediyorum ilk sezondaki 5 kişide mükemmel di ❤❤,olumlu,0,0,Hayır,positive,0.793,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,Ugyhun4nwg8H0FA7a5J4AaABAg,Ömer gelsin,öneri/tavsiye,3,1,Hayır,neutral,0.4023,öneri/tavsiye
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgxTsYOrCLgLGGb_uJp4AaABAg,Artık çok güzel haraklerde bölüm atın,şikayet,4,0,Hayır,positive,0.6215,şikayet
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugze8YcoQ_-jU2ioiuR4AaABAg.AGLR-NDN6bsAHlsy8BQ2GE,Delik corap,olumsuz,1,0,Evet,negative,0.567,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugzpd8puYUZH8RdwSl54AaABAg,Emre Uzunboy arkadaşımız Şanışer’e ne kadar çok benziyor,olumlu,0,0,Hayır,positive,0.6289,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgxAX-l4LTV_WkpXJGV4AaABAg.AVzkDwT8smwAW0zIW19GCN,<kullaniciadi> sen iyi degilsin,olumsuz,1,8,Evet,negative,0.8015,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgzNIwKl0TKL-yQUsiB4AaABAg,EMREE bul beni bir kaç ayımız KALDI😂😂,nötr,2,0,Hayır,neutral,0.4905,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,Ugyx1T-lbKMdFu6y4cV4AaABAg,Kurban kesiyoruzda yıkıldım ahhahahahahahahahah,olumsuz,1,0,Hayır,negative,0.5603,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugwp5KrNUmT76-X3B-t4AaABAg,2 sezon acil,nötr,2,0,Hayır,neutral,0.5289,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgybfOW17Z_T2wipwad4AaABAg,yeni sezon istiyoz,nötr,2,0,Hayır,neutral,0.452,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyjgXdtemZo4LFeQvx4AaABAg,orkun abi merve seni eve aldımı 😂😂,nötr,2,0,Hayır,neutral,0.4772,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugwq9ppEOBSjf72zcWB4AaABAg.AUcAHU81oEqAUhrud6KJlV,<kullaniciadi> ya bırak şırdan erayı şu hype yskslsyamazsın Yaşlarınız kaç abi 12 mi taner abi rahatsız olsa sence eray yapabilir mi,olumsuz,1,0,Evet,negative,0.7568,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugy6j1ebp0rhB4gOcdd4AaABAg,Olm herkes 2 Euroluk mum alsaydınız biriniz magnet yerine gönülleri feterdiniz😂 21 27 hayır abi tlcdeki kötü otel düzenlemd oteli tam,olumsuz,1,0,Hayır,negative,0.8556,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgwtBlBJzZB_f1YWN4J4AaABAg.AVD-Gh829uAAVD9AawwymK,Kaçıncı dk ya kfkdkd,nötr,2,4,Evet,neutral,0.4537,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,Ugy6LXhZbEblcZbATs94AaABAg,emre ve inci nin arasinda ne var oz kardesmiler yoksa arkadasmilar,nötr,2,0,Hayır,neutral,0.6946,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugxc5ZLbu5sDVoc8sZB4AaABAg,Baya rahatsizlik vermissin insalara orkun videonu tek cek Adam yolda soylediklerine pisman oldu o videodan sonra,olumsuz,1,9,Hayır,negative,0.886,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwBE6O8iTFl9Qg301h4AaABAg,Çok iyi program Enis❤,olumlu,0,0,Hayır,positive,0.9439,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgziM3YSP-wKmAzRcLB4AaABAg,Cem abi bilmiyorum okur musun senden çok şey öğrendim her şey için teşekkür ederim ağabey,olumlu,0,0,Hayır,positive,0.877,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgwvpJX3cgAyjuvyfVp4AaABAg,Orda star inci olurdu,olumlu,0,1 B,Hayır,positive,0.4557,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgwTSLquQ-lBA4TcTxV4AaABAg,Rafa silvamız yok abi,olumsuz,1,0,Hayır,negative,0.5268,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgwtBlBJzZB_f1YWN4J4AaABAg,Ali ile mesutun zorbalamasını görmeye gelenler jdhdd,olumsuz,1,655,Hayır,negative,0.5136,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgyL_HdyHLkRzWhQTT94AaABAg,O kadar güldüm ki YAA bi yorum daha ❤❤😂🎉🎉,olumlu,0,0,Hayır,positive,0.9104,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgyNs6233ADWCfQm4Fh4AaABAg,çok iyi delircem yenisi gelmeli,olumsuz,1,0,Hayır,negative,0.5707,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwPxyzwdCCG--jVpHR4AaABAg.AWHDwzGq9bZAWHGCBKPIVv,Birnazdan kaçıncı dakikada bahsediyor izleyemiyorum hepsini şu an vaktim yok merak ettim,olumsuz,1,0,Evet,negative,0.8012,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugx8zXDBPqA98XGYGRx4AaABAg,Abi artık ayran ve tavuk videosu gelsin özledik ONLARI😍😍,öneri/tavsiye,3,0,Hayır,positive,0.6133,öneri/tavsiye
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgzVVLtlxIAjcoGt0DZ4AaABAg,Çok çok iyi bi bölümdü en iyisiydi hatta,olumlu,0,0,Hayır,positive,0.9349,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxCn4cknqJBMHukovl4AaABAg,reis mizahını niye zaman zaman ısrarla her gün birisini sürsem çizgisine çekiyorsun mizahı bi kez o kitleye üretmiyosun ben ve çok az standard sapma çevremdeki kitleye üretiyosun o adam da gülüyo gibi daha çok bende bi karşılığı yok o araba zenginlik üne gıptayla bakma durumu neredeyse kayıtsızım rezone etmediği anlar hep bu ve benzeri anlar son 15 yıllık performansında bu programın yüzde doksanına bayıldım,olumlu,0,0,Hayır,positive,0.5497,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxqKaEOMOjtjAvE8dB4AaABAg,Mükemmel kalite 😂😂,olumlu,0,0,Hayır,positive,0.8737,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcmxLVSw2j,​ <kullaniciadi> boktan falan degil ya lolün oyunundan daha iyi valla,olumlu,0,0,Evet,positive,0.4854,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgzT6B1GhVUdpwZyx8l4AaABAg,Sahil güzel değerlendirilmemiş fakat sahil kuralı uygulanmış orkuncum bizim istanbul veya başka şehirdeki gibi halkın yeri gasp edilmemiş,olumlu,0,3,Hayır,positive,0.3438,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgwtBlBJzZB_f1YWN4J4AaABAg.AVD-Gh829uAAVGr0OCOh3r,bende onun için geldim ve taklitleri daha çok murat övünç taklidi gibiydi cem abıı cem ABII şimdi izleyince anladım,olumlu,0,1,Evet,positive,0.5746,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,Ugz3Ej9XJPjZ3aW-EJV4AaABAg,orkun tam torunsun YAA ne kadar tatlis,olumlu,0,27,Hayır,positive,0.7789,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgzXVL85rmXpDCKSOHV4AaABAg,Adamın konuk olduğu programlar da en az stund up gösterisi kadar eğlenceli Türk insani ve medyası yarım asırdır bu adamin etinden sütünden faydalaniyor En guzel avantajı adam konuşmayı çok seviyor Zevkle konuşuyor,olumlu,0,8,Hayır,positive,0.9117,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyaRInJZzAqIL-plul4AaABAg,mazlum kiper degilmi bu be,olumsuz,1,19,Hayır,negative,0.5092,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyiFZ3lxYc6WZJVs054AaABAg.AWH1pQtEggyAWH1r_gHj67,Terk edilmiş,olumsuz,1,0,Evet,negative,0.7117,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgxtuGovt7sTz7lYf4B4AaABAg,Ya 3 kez izledim tüm seriyi baştan sona kadar devamı gelsin,öneri/tavsiye,3,0,Hayır,positive,0.5591,öneri/tavsiye
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgwfN3rnqi6MVp-EADx4AaABAg,Yeşim için gelindi ❤,olumlu,0,2,Hayır,positive,0.8946,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,Ugw4t7YWvxHZTWOIyKB4AaABAg,Ölücem😂,olumlu,0,3,Hayır,positive,0.482,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgyjPq_eaoKCo41n2ex4AaABAg,Çok komik ama pizzayı yanlış yaptınız 😂,olumsuz,1,0,Hayır,negative,0.7019,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgwBMUnze0CbH8cEIKh4AaABAg.AUcA9akf9X5AUcUxTG8m7I,Kadro aynıdır inşallah,olumlu,0,0,Evet,positive,0.5276,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxInsbf-QyVjQsWy_14AaABAg,Cem abi aşırı derin bir insan komedisi kadar da içinde barındırdığı bir o kadar dram yönü de var bunu bir çok filminde fark etmeden güldürerek izletti bize Hokkabaz da İskenderden tutunda karakomikte ki Ayzeğe kadar süpersin abi,olumlu,0,0,Hayır,positive,0.8317,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwJtIMX4pU5AiyzGwp4AaABAg,aylardır evdeki yalnızlığıma çok iyi geldi 🥰,olumlu,0,0,Hayır,positive,0.9151,
EN DÜŞÜK PUANLI YURT DIŞI TURU!,UgyjpM6egWyhLEkESZJ4AaABAg,kardeşim tüm kulvarlarda şansını deniyor✌,nötr,2,9,Hayır,neutral,0.5825,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxlXxqOb9sOQO9GmB14AaABAg,İZLEDIĞIMM enn GÜZELL bölümdü 🎉 Enis🩷🥰,olumlu,0,0,Hayır,positive,0.93,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgzxjWasdRrCkZ2EWWB4AaABAg,KANKA HERŞEY MÜKEMMELDİ HEPİNİZE SEVGİLER HEMEN YENİSİNİ YAPMA LÜTFEN EKİBİ DEĞİŞTİR KOMPLE VE ZIT TİPLERİ BUL LÜTFEN MESELA ABDURRAHMAN UZUN VE NEVŞİN MENGÜ VE JAHREYN,olumlu,0,0,Hayır,positive,0.788,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxTLbOy2M8ojClQPoZ4AaABAg,İzlemeden yorum YAPMAMM çünkü muhteşem enerjiye HAZIRIMM seviliyorsunuz 🧚‍♀️💐,olumlu,0,3,Hayır,positive,0.9137,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgxypPb3IGUpX4htmaV4AaABAg,EMREE 🫶,olumsuz,1,0,Hayır,negative,0.462,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgzgRhX05JlbP_zslhJ4AaABAg,tuğbanın hamur yoğruduğu şüpheli ve travmalarını anlattığı kısımda bi de emrenin esnafın telaşı kısmında çatlayacaktım gülmekten video boyunca çok güldüm iyi ki varsınız inşAllah emeklerinizin karşılığını bolca alırsımız seviliyorsunuz ❤,olumlu,0,213,Hayır,positive,0.8063,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgzJP6Yxai6SUvdj5WN4AaABAg,Cem Yılmaz 100 üne ulaşmış ya Harika adam,olumlu,0,4,Hayır,positive,0.9178,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugwrl4wdSEs3ZYZYxwV4AaABAg,Taner Abi Proje falanmısın sen aw her bölüm kusuyon tükürüyon falan,olumsuz,1,1,Hayır,negative,0.8645,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgwUEht2NVjIIBd1DL14AaABAg,video atıldığı günden beri müsait olabileyimde izliyim diye saniye saydım çünkü en sevdiğim kişi gelmiş ENISIIMM😍,olumlu,0,1,Hayır,positive,0.8362,
AÇIK MUTFAK - ARABAŞI ÇORBASI @AtakanCemile,UgwPgeqDSJcShMOo4Jd4AaABAg,Çok tatlıydı uzun zaman sonra hiçbir şey yapmadan kitlenip izlememiştim güzel geldi,olumlu,0,0,Hayır,positive,0.8733,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",UgyBV3e5P7pJvKMytaN4AaABAg,Taner abiye kullanılan kartı herkes in bilmesi biraz haksızılık olmuş Herkes Taner abiyi Mert e karşı kışkırtma girişimi olunca kart çok güçlü oldu Mert in işin acayip kolaylaştı çünkü,olumlu,0,15,Hayır,positive,0.6092,
AÇIK MUTFAK - EV PİZZASI @Tugbayiilmaaz,UgwaWjW-vFuNspnKI3t4AaABAg,1 yıl olmuş ben hala arif abiyi bekliyorum onu ne zaman çağıracaksın emre bey,olumsuz,1,0,Hayır,negative,0.8857,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugyg40op5YWcTWM818l4AaABAg,bu kadinda gülünce agzi disleri cok sevimsiz görünüyor,olumlu,0,0,Hayır,positive,0.7102,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,UgxosaT5SO-UsHj6rFt4AaABAg,Neden sunucu konukdan daha yüksekte oturuyor? Ortak karelerde çok yersiz bir gorüntü oluşmuş Yuksekde oturacaksa aralarinda daha cok bir mesafe olmali ve kot farki daha fazla olmali bu sekilde belirli belirsiz kalmis hata givi gorunuyor,olumsuz,1,0,Hayır,negative,0.6742,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugw6J96qqoNEh71Hkkx4AaABAg,Gelecek sezon için kadro 5 milyon izlenir Uberkuloz Saniye Pqueen Ebonivon Çağrı ergün,nötr,2,1,Hayır,neutral,0.7948,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugw5VUGUJ2q2t-FsSNx4AaABAg,28 yaşındayım Youtube sürekli hayatımdaydı sıkı müdavimim Açık ara bu zamana kadar izlediğim en keyif aldığım sesli kahkahalarla izlediğim seriydi Görünen görünmeyen tüm ekipten kalite akıyor Emeğinize sağlık❤,olumlu,0,0,Hayır,positive,0.927,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgzTdwFIo4DymdFjeh94AaABAg,Bu programı düzenli aralıklarla açıp açıp izlicem galiba,olumlu,0,1,Hayır,positive,0.5566,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugyhdh6xkt7h3FiXvxd4AaABAg,konsol oyunun üstüne çok gidilmiş hiç hoşuma gitmedi bu son 2 3 bölüm,olumsuz,1,1,Hayır,negative,0.9172,
"YEMEK İÇİN GELDİK, EVE ALMADILAR! ELRAEN, ERAY, LIMONIFY, KONSOL OYUN, RRAENEE",Ugy5aEgoL9f8CkgXAs54AaABAg,Bayadır Mlbb oynamıyordum o kadar kötü oynuyorlar ki canım çekti oyunu indirdim tekrardan 😅,olumsuz,1,0,Hayır,negative,0.7644,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugzx6wECK-w_fALALpR4AaABAg,seviliyorsun supriz final cok iyi efsane olmus basarilar tesekkurler bentropi yt yt yt goodvibes,olumlu,0,0,Hayır,positive,0.9054,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxI4TMKKzytd9CRypx4AaABAg,uzun süredir birr you tube programına bu kadar gülmemiştim iyi ki varsınız ahahahah,olumlu,0,0,Hayır,positive,0.873,
Cem Yılmaz | Melis İşiten ile Zaten Şov - 123. Bölüm,Ugzl2QuUwBcKMiiqSSR4AaABAg,ali biçim zorbalama bakmak isteyen,nötr,2,49,Hayır,neutral,0.7207,
Enis Arıkan | Melis İşiten ile Zaten Şov - 138. Bölüm,UgxSNK2qt2P4hJGAdp94AaABAg,Hiç yorum yapmamıştım şu zamana kadar gözlerimden yaşlar gelene kadar güldüm Bazı yerlerde ağladım bile diyebilirim aşırı aşırı güzel bir bölümdü Enis Arıkan’ın samimiyeti Melis İşiten’in o içten kahkahaları çok iyiydiniz YAA valla gözleri yaşarana kadar gülmeyi özlemiştik çok iyi geldi🎉❤,olumlu,0,18,Hayır,positive,0.8773,
